Season,Avg_Load,Avg_CPI,Avg_CUR,Idle_Rate
Fall,0.005105608802911015,0.5488766404820574,1.364533188000777,0.2354939310970878
Spring,0.003746497342429147,0.7165398254647287,1.785729817648178,0.2876435838529701
Summer,0.014212544197367142,2.17446045390198,5.414832318458899,0.13656904822014643
Winter,0.0011720510712182619,0.3802038412560913,0.9487515265334008,0.4313381940126981
